meeting_id,title,call_type,primary_theme,secondary_theme,products,start_time,duration_minutes,attendee_count,transcript_utterances,sentiment_score,overall_sentiment,transcript_sentiment_score,negative_utterance_share,positive_utterance_share,action_item_count,key_moment_count,risk_score,topics,summary,example_quote
01KQ7F58A2E07B857C24624D,Competitive Landscape Review,Internal,Competitive & Market,None,"Comply, Protect, Identity, Detect",2026-02-19T09:15:00.000Z,20.2,2,36,3.4,mixed-positive,0.028,0.028,0.056,4,4,10,"competitive analysis, product gaps, siem integration, compliance features, pricing pressure, roadmap prioritization","Jordan Whitfield and Tom Bradley conducted a competitive landscape review in preparation for an upcoming product review meeting. They discussed four key competitors: SentinelShield (threatening Detect with a strong SIEM integration story), VaultEdge (a growing threat to Protect and potentially Comply), CyberNova (aggressive pricing in Identity for mid-market), and Fortiguard Pro (a legacy incumbent). The most pressing concern identified was a gap in the LogVault connector experience compared to SentinelShield, which Jordan plans to surface as a risk item for leadership at next week's review. Jordan agreed to update and share the competitive deck before EOD the following day.","Right, the platform story. Yeah. Okay so if I'm summarizing — SentinelShield is the most immediate threat in Detect, VaultEdge is one to watch in Protect and potentially Comply, CyberNova is a pricing threat in Identity for mid-market, and "
01KQ7FA71CF70FAFEE4B6251,Aegis / Nova Retail Group - Renewal Discussion,External customer,Renewal & Commercial Risk,None,"Comply, Detect",2026-03-21T11:15:00.000Z,33.4,2,40,2.6,mixed-negative,-0.2,0.325,0.125,4,4,10,"renewal, service outage, compliance reporting, churn risk, competitive evaluation, product feedback","Aisha Johnson (CSM) met with Stephanie Blair from Nova Retail ahead of their end-of-next-month renewal to assess account health. Stephanie expressed significant frustration stemming from a six-hour Aegis Detect outage on March 10th, ongoing compliance reporting pain in Aegis Comply, dashboard signal-to-noise issues, and a slow support ticket resolution. She disclosed that Nova is actively evaluating competitor SentinelShield, having completed two demos. Aisha acknowledged accountability, outlined technical remediation steps taken post-outage, previewed the upcoming Aegis Comply v2 launch with on-demand compliance reporting, and committed to a set of concrete follow-up actions to help Stephanie rebuild confidence for the renewal.","Well, a few things. One is obviously the reliability concern we just talked about. Two is — and this has been a slow-burn frustration for us — our compliance reporting situation. We are under PCI DSS obligations, we've got some HIPAA-adjace"
01KQ85D10E82A26A8F754FB8,Aegis / Bridgeport Health - Compliance Review,External customer,Compliance & Audit,None,Comply,2026-02-13T11:00:00.000Z,33.4,3,41,4.1,mixed-positive,0.537,0.073,0.61,3,4,8,"hipaa audit prep, multi-framework compliance, evidence management, product roadmap, healthcare, reporting","Maria Santos and Solutions Architect Kevin O'Brien met with Evelyn Park to discuss her organization's compliance challenges ahead of a HIPAA audit in late May/early June. Evelyn's team has been using Aegis Comply for eight months primarily for SOC 2, but identified gaps in HIPAA support and frustration with treating multiple frameworks as separate workstreams. Kevin outlined near-term technical recommendations including evidence library restructuring and PHI access logging, while previewing the upcoming Comply v2 multi-framework feature that would allow single evidence items to map across HIPAA, SOC 2, and other frameworks simultaneously. The call concluded with plans to schedule a Comply v2 preview session and for Kevin to deliver a SOC 2 to HIPAA control mapping document.","Yeah, it really is. And the honest truth is, our current compliance reporting process is — it's painful. We're still pulling together spreadsheets, chasing down evidence from like six different teams, and by the time we have a report ready "
01KQ88B8EAEAA819C26CCBE7,ESCALATION: Northstar Pharma - Detect Outage Impact on Compliance,Customer support,Incident & Reliability,Compliance & Audit,"Detect, Comply",2026-03-15T14:30:00.000Z,13.3,3,41,2.1,mixed-negative,-0.659,0.659,0.0,4,4,10,"platform outage, hipaa compliance, soc 2 audit, churn risk, incident communication failure, infrastructure architecture","Aegis Cloud Security support rep Elena Vasquez spoke with Grace Yoon and Frank Delaney (VP of IT) of Northstar, a pharmaceutical company, regarding a platform-wide outage of the Aegis Detect event processing pipeline that had been ongoing for approximately nine to ten hours. The customer was never proactively notified of the outage, which Elena acknowledged as a serious communication failure. The outage is particularly critical because Northstar handles HIPAA-regulated patient data and is currently in a SOC 2 audit cycle, creating potential compliance findings. Elena committed to 30-minute email updates, audit-ready incident documentation, and an executive call with Aegis VP of Engineering within 48 hours of resolution, while Frank made clear he is actively evaluating competitor platforms.","Right, so I do need to be upfront with you both — and I want to apologize because you absolutely should have received direct communication about this already. Aegis Detect is currently experiencing a platform-wide outage affecting the event"
01KQ8C5A044F54EE1774D53C,Aegis / Helix Data - Post-Incident Review,External customer,Incident & Reliability,None,Detect,2026-03-17T11:45:00.000Z,35.8,3,40,2.3,mixed-negative,-0.3,0.4,0.1,4,4,10,"outage post-mortem, churn risk, false positives, pipeline reliability, competitor evaluation, detection tuning","Maria Santos and Kevin O'Brien from Aegis held an urgent call with Charles Ng from Helix to address a six-hour outage in their threat monitoring pipeline caused by a single point of failure in the event ingestion system. Charles expressed significant frustration that his team was not alerted for nearly two hours and had to manually audit logs afterward, costing 12-15 person-hours. He disclosed that Helix is actively reviewing their security vendor stack and has been in conversations with competitor VaultEdge, citing both the outage and ongoing concerns about false positive alert noise and cumbersome custom rule configuration. The Aegis team committed to delivering a technical remediation brief for Charles's CTO, scheduling a detection tuning session, and presenting a broader make-right proposal before a follow-up call mid-next week with Helix's security lead Priya.","Sure, yeah. So, Charles, first — I just want to say I'm sorry. Your team should not have experienced what happened, and I want to be straightforward with you about the root cause. What we had was essentially a single point of failure in our"
01KQ8D9A06510DD623EFB1A6,Aegis / Pinnacle Insurance - Detect Roadmap Review,External customer,Product Feedback & Roadmap,None,"Comply, Detect",2026-04-16T13:00:00.000Z,47.9,2,74,3.6,mixed-positive,0.041,0.095,0.135,4,4,10,"feature requests, alert fatigue, incident review, compliance reporting, product roadmap, siem integration","Rachel Torres (CSM) met with Sandra Keating (customer in insurance/financial services) to discuss Detect product roadmap and feature requests. Sandra raised two primary feature gaps: granular alerting thresholds by entity type with custom behavioral baselines, and in-product pipeline health visibility following a six-hour outage in March. Rachel shared upcoming roadmap items including native LogVault integration and a threat intelligence correlation layer, and the call closed with a discussion of Comply v2's new SOC 2 on-demand reporting feature, with a demo planned for Sandra and her compliance lead Marcus.","No, absolutely not, and I want to acknowledge that directly — that outage was a significant failure on our part, it was a cascading failure in the event ingestion pipeline, single point of failure that we should have architected around, and"
01KQ92EA85FE4C537400227D,Support Case #8811 - Blackridge Investments Custom Compliance Template,Customer support,Compliance & Audit,None,Comply,2026-04-25T17:15:00.000Z,9.3,2,36,4.8,very-positive,0.722,0.0,0.722,4,4,5,"feature request, custom compliance templates, early access program, api integration, workaround, financial services","Warren Beck from Blackridge, a financial services firm, contacted Aegis support to request a custom compliance template feature in Aegis Comply v2 that would allow them to track internal board and regulator controls alongside standard frameworks like SOC 2 and PCI DSS. Priya Patel confirmed the feature is on the near-term product roadmap and enrolled Warren in the early access/design partner program. In the meantime, Priya walked Warren through two workarounds: custom control annotations within existing reports and the Comply v2 API for exporting structured control data. The call concluded with clear next steps and a very positive tone from both parties.","That's exactly it. So, you know, we upgraded to Comply v2 — gosh, what was it, like mid-April? — and honestly the on-demand reporting has been phenomenal. The SOC 2 and the PCI DSS reports especially, our audit team is basically over the mo"
01KQ94C2B8B9B4668F3D3491,Support Case #6573 - Ridgeline Logistics Detect Data Gaps,Customer support,Incident & Reliability,None,"Detect, Comply",2026-03-13T10:30:00.000Z,17.6,3,42,2.1,mixed-negative,-0.429,0.429,0.0,4,4,10,"platform outage, event ingestion pipeline, ot/scada monitoring, data backfill, sla credits, compliance","Mark Ellison, Infrastructure Lead at Ridgeline Logistics, contacted Aegis Cloud Security support regarding a complete outage of his Detect dashboard that began around 11 PM on March 11th. Elena Vasquez and Sarah Chen confirmed this is a platform-side issue caused by a failure in the event ingestion pipeline affecting multiple accounts. Mark expressed serious concern given that his company's OT networks, SCADA systems, and production floor infrastructure have had zero threat monitoring visibility for nearly 24 hours. The call concluded with commitments to escalate the case to Sev 1, provide a status update within two hours, investigate data backfill options, and loop in the account manager regarding potential SLA credits.","Yeah, hi, Mark Ellison here — Infrastructure Lead at Ridgeline Logistics. Thanks for, uh, getting on a call quickly I guess, though honestly I'm pretty frustrated that we're even here right now."
01KQ9772B2348F500FB09D1E,Support Case #3677 - Coastal Living Co MFA Token Failures,Customer support,Incident & Reliability,Identity & Access,Identity,2026-02-24T16:45:00.000Z,13.9,2,42,2.2,mixed-negative,-0.31,0.333,0.024,4,4,10,"mfa failure, totp, okta sso integration, p1 escalation, user lockout, reliability concern","Vanessa Cruz, VP of Engineering at Coastal Living Co, contacted Aegis Cloud Security support regarding a critical MFA token failure affecting approximately 40-45 users since 7 AM. The issue involves TOTP validation failures (error 4031) for users authenticating through an Okta SSO integration with Aegis Identity. Support agent Elena Vasquez determined the issue is likely on Aegis's end after ruling out client-side clock drift, and escalated it as a P1 business-critical incident. A temporary workaround using email OTP was implemented to unblock the engineering and ops teams while the root cause is investigated.","Two to four hours — Elena, my team has already been down for several hours, that's potentially most of the workday for some of these folks."
01KQ9A6BE09D73A9BB5798C7,Support Case #3615 - Nimbus Platform Custom Report Request,Customer support,Compliance & Audit,Product Feedback & Roadmap,Comply,2026-02-10T15:30:00.000Z,14.1,2,36,3.5,mixed-positive,0.056,0.0,0.056,4,4,7,"feature gap, custom reporting, compliance frameworks, product roadmap, audit workflow, early access program","David Kim from Aegis Cloud Security support called Keith Donovan of Nimbus Platform regarding support case 3615, which involves a feature gap in Aegis Comply around custom cross-framework reporting. Keith needs a control mapping matrix that spans SOC 2, ISO 27001, and PCI DSS in a single exportable report for auditor handoffs, which the platform does not currently support natively. David confirmed the gap, explained a manual CSV workaround that Keith's team is already using but finds unsustainable, and committed to escalating a formal feature request to the product team. David also flagged Nimbus Platform as a candidate for early access/beta programs and directed Keith to his account manager Sarah Chen for future roadmap visibility.","Yeah, fair point. Okay so I think I have a pretty complete picture of what you're looking for. Let me just recap to make sure I've got it right — you need a custom report in Aegis Comply that provides a cross-framework control mapping matri"
01KQ9BB82FD97C9607D57E90,Aegis / Coastal Living Co - Onboarding Kickoff,External customer,Backup & Recovery,Compliance & Audit,"Protect, Comply",2026-02-04T11:00:00.000Z,30.8,2,40,4.9,very-positive,0.55,0.0,0.55,4,4,8,"onboarding, backup and recovery, hybrid infrastructure, pci dss compliance, data retention, aws integration","Maria Santos (CSM at Aegis Cloud Security) held a kickoff onboarding call with Vanessa Cruz from Coastal Living, who recently chose Aegis Protect over competitors CyberNova and VaultEdge primarily due to superior recovery time objectives. Vanessa outlined their infrastructure — a hybrid CloudPrime multi-region setup plus on-prem warehouse systems — and Maria walked through the 4-6 week three-phase onboarding process including environment discovery, backup policy configuration, and restore drills. Key topics included custom data retention policies for PCI DSS compliance, hybrid environment support, and the unified management console. The call ended with clear next steps: Maria to send a formal project plan, Vanessa to provision CloudPrime access and connect Maria with their DevOps engineer Raj Patel, and a technical discovery call scheduled for the following week.","Yeah, no, we've heard that horror story from a lot of customers who came from legacy setups. With Aegis Protect you really do get that unified view — your RPOs and RTOs are configured in one place, your restore jobs are tracked centrally, i"
01KQ9BCA1794C9472726FFAD,Comply v2 - Adoption Metrics Review,Internal,Compliance & Audit,None,Comply,2026-04-22T14:45:00.000Z,30.9,5,41,4.7,very-positive,0.707,0.024,0.732,4,4,7,"product launch, compliance reporting, adoption metrics, cross-sell, gdpr roadmap, customer feedback","The team held a two-week retrospective on the Comply v2 launch, reviewing adoption metrics, support volume, and customer feedback. Adoption reached approximately 38-39% of eligible accounts (847 out of ~2,200 tenants), significantly exceeding the internal 25% benchmark. HIPAA reports tracked higher than expected, and a minor ISO 27001 formatting issue is being addressed in an upcoming patch. The team also identified promising cross-sell signals, with customers discovering gaps in their IAM configuration through SOC 2 reports and subsequently inquiring about Aegis Identity.","And the framework breakdown is interesting too — SOC 2 is obviously the most popular, like nearly half of all reports generated, but HIPAA is tracking higher than we expected. We thought PCI DSS would be number two and it's actually number "
01KQA0F0BE68E74D66EB4171,Competitive Response Strategy,Internal,Competitive & Market,None,Comply,2026-04-10T11:30:00.000Z,34.3,5,44,3.6,mixed-positive,0.045,0.136,0.182,4,4,10,"competitive positioning, platform reliability, product launch, compliance, sales strategy, incident remediation","James Mitchell convened a competitive strategy call with Rachel Torres, Tom Bradley, Jordan Whitfield, and Kevin O'Brien to address SentinelShield's aggressive positioning against Aegis in three recent late-stage deals. Tom Bradley explained the root cause and remediation of the March platform outage, confirming that redundant processing nodes and a circuit breaker pattern have been in production since March 28th. Jordan Whitfield highlighted Comply v2, launched April 7th, as a strong differentiator with native cross-module compliance reporting for SOC 2, PCI DSS, HIPAA, and ISO 27001. The team aligned on next steps for the at-risk Hartfield Manufacturing deal and identified materials needed to support the competitive response.","Exactly. SentinelShield's reps are apparently going into these late-stage conversations with specific talking points about platform reliability, and at least one prospect — Hartfield Manufacturing — mentioned it directly. They said somethin"
01KQA1AFDC1306A000B0C7D9,Aegis / Vanta Health Systems - Backup Strategy Workshop,External customer,Backup & Recovery,None,"Protect, Comply",2026-02-28T17:30:00.000Z,43.3,3,55,4.7,very-positive,0.6,0.073,0.673,4,4,9,"hybrid backup strategy, hipaa compliance, disaster recovery testing, data retention policies, onboarding, healthcare data management","Lisa Park and Aisha Johnson held an onboarding strategy workshop with Raymond Burke of Vanta Health to assess their backup and recovery environment and map out how Aegis Protect can address their needs. Raymond described a fragmented hybrid environment with ~450 on-prem VMs across two data centers and a growing CloudPrime footprint, including 200TB of DICOM imaging data. Key pain points include untested RTOs/RPOs, lack of unified backup visibility, VM coverage gaps, and complex HIPAA and tiered retention compliance requirements. The team aligned on a phased implementation approach starting with CloudPrime workloads, with next steps including an implementation plan, dashboard demo, and involvement of Vanta Health's infrastructure lead.","So this is actually where it gets a little embarrassing — our documented RTO for the EHR is four hours, RPO is one hour, but I will tell you candidly that we have never actually tested a full restore at that scale and I have very low confid"
01KQA502E222E2A60330237B,Aegis / Pineridge Systems - Q1 Business Review,External customer,Renewal & Commercial Risk,None,"Comply, Protect",2026-03-03T15:15:00.000Z,41.5,4,44,4.7,very-positive,0.864,0.0,0.864,4,4,6,"quarterly business review, renewal, compliance, disaster recovery, product update, pricing","Daniel Okafor led a Q1 business review with Yuki Tanaka of Pineridge, joined by Kevin O'Brien and Ananya Sharma. Yuki expressed strong overall satisfaction with the Aegis platform, particularly highlighting Aegis Detect's improved signal-to-noise ratio and a successful DR drill using Aegis Protect. A significant portion of the call focused on the upcoming Aegis Comply v2 release, which Yuki found compelling for their SOC 2 readiness needs and indicated could strengthen the ROI case for renewal. The call concluded with a positive renewal outlook, with Yuki requesting a separate commercial discussion in mid-April after reviewing the Comply v2 details.","Totally fair, and I appreciate you being upfront about that. Let me see what I can work out — I think if we're looking at a multi-year renewal there might be some flexibility we can bring to the table. And if Comply v2 is going to become a "
01KQA7DFCE1285F52192B34B,Support Case #9856 - Silverline Brands Backup Window Exceeded,Customer support,Backup & Recovery,None,Protect,2026-04-12T09:00:00.000Z,28.4,2,41,2.4,mixed-negative,-0.439,0.439,0.0,4,4,10,"backup performance, throughput degradation, platform incident, sql server, agent update, support response time","Dominic Flores, IT Director at Silverline Brands, called Aegis Cloud Security support regarding a two-week-old open case about backup jobs significantly overrunning their scheduled 1 AM–5 AM window, with SQL Server backups now taking up to 8–9 hours and causing production performance degradation. Support engineer David Kim identified a dramatic throughput drop from ~800 MB/s to ~180–220 MB/s, potentially linked to backend network routing changes made during a March remediation effort for a separate module (Aegis Detect). David initiated immediate workarounds including a manual agent update to version 4.2.0 and SQL job priority adjustments, and escalated the issue as P1 to the infrastructure team. A follow-up call was scheduled for the next morning at 10 AM Central with a Protect platform engineer to review root cause findings.","You're right, and I — I want to own that, the initial response time on this case wasn't where it should've been and I'm sorry about that. I want to make sure we make good use of this time right now though. Can you walk me through what you'r"
01KQAC572C34475A8791F2C3,Protect Team - Quarterly Planning,Internal,Backup & Recovery,Product Feedback & Roadmap,Protect,2026-02-23T12:45:00.000Z,30.8,4,37,4.4,positive,0.595,0.054,0.649,4,4,9,"quarterly planning, incremental backup performance, restore ux improvement, multi-region replication, canary deployment, tech debt","Mike Romano led a Q2 quarterly planning call for the Protect product with Ananya Sharma, Ravi Gupta, and Sofia Petrov. The team discussed three main initiatives: a 30%+ improvement to incremental backup performance targeting a late April canary rollout, a redesigned restore wizard UX that enables search-first file recovery, and multi-region replication which was scoped to Q3 rather than Q2 to avoid overpromising. The team also agreed to carve out capacity for tech debt work in the backup scheduler during Q2.","Right, and I think we can cut that down significantly. I've been prototyping a new restore wizard — I'll share the Figma link in the doc after this — that basically lets you search for the file or directory you want directly from step one, "
01KQADC32D89E2B76B698E84,Support Case #6635 - Nova Retail Group SSO Login Failures,Customer support,Incident & Reliability,Identity & Access,Identity,2026-02-14T13:00:00.000Z,24.1,4,41,2.3,mixed-negative,-0.415,0.415,0.0,4,4,10,"sso outage, identity module regression, saml configuration, incident communication, workaround, patch deployment","Nova Retail Group VP Stephanie Blair and senior security engineer Andre Coleman contacted Aegis Cloud Security support regarding an SSO outage affecting approximately 38-42% of their 1,200 users since February 10th. Aegis support identified a likely regression introduced by a patch deployed on February 9th affecting SAML NameID format handling in the Identity module. A temporary workaround was provided via bulk per-user local auth override in the admin console, while a permanent fix is estimated within 48 hours. Stephanie expressed significant frustration over the four-day outage coinciding with Valentine's Day, one of Nova Retail's busiest sales days, and the lack of proactive communication from Aegis.","You're absolutely right to be frustrated by that, Stephanie, and I'm sorry. The update was a minor patch — it wasn't expected to affect SSO behavior and it didn't trigger our standard pre-release SSO regression tests the way it should have."
01KQADF3D76E82BF8BA19AF2,All Hands - February Wrap,Internal,Product Feedback & Roadmap,None,Comply,2026-02-28T11:00:00.000Z,20.5,4,40,3.5,mixed-positive,0.05,0.025,0.075,4,4,6,"product launch, qa coverage, customer churn, upsell opportunity, technical issue, roadmap planning","The team held a February wrap-up call covering product, QA, and customer success updates. Comply v2 is tracking toward an April GA with backend milestones met, though QA coverage is slightly behind at 62% versus a 70% target, contingent on two QA resources rotating over from the Detect team in March. A customer loss to competitor VaultEdge and two upsell opportunities totaling ~$240K ARR were discussed on the customer success front. A potential bottleneck in the Detect event ingestion pipeline was elevated as an item needing immediate attention, and March priorities were set including code freeze for Comply v2 and early access briefings for strategic accounts.","VaultEdge. They were pretty upfront about it — their procurement team said VaultEdge came in lower on price and had a compliance module that was, quote, more mature. Which, I mean, that stings a little given what we're about to launch."
01KQAEA50436D047BC39CFC7,Aegis / Crestline Wealth - Account Review,External customer,Renewal & Commercial Risk,None,"Comply, Detect",2026-02-17T14:30:00.000Z,48.7,2,51,3.8,mixed-positive,0.02,0.02,0.039,4,4,9,"renewal, pricing, compliance roadmap, data backup, threat detection, support issue","Maria Santos met with Derek Owens of Crestline Wealth to discuss their upcoming renewal in late March 2026, approximately six weeks out. They reviewed usage across three modules (Protect, Detect, and Comply), with Derek noting data growth from 14TB to approximately 17-17.5TB affecting tier pricing. Maria introduced an upcoming Comply multi-framework reporting feature and discussed pricing options ranging from $155K-$160K annually, with a two-year discount option available. The call ended with a clear plan: Maria will deliver a comparison quote and Detect resilience technical summary by February 27th, and Derek will provide a decision direction by March 5th.","Yeah, I'm sorry about that. I'll actually pull that ticket up after the call and just make sure I understand what happened there. A couple days for a backup failure response is too long."
01KQAFB8DBF6E1E2FDEF0B75,Aegis / Maplewood Goods - SOC 2 Prep Review,External customer,Compliance & Audit,None,Comply,2026-02-27T14:45:00.000Z,22.4,3,37,4.8,very-positive,0.784,0.027,0.811,4,4,7,"soc 2 compliance, audit preparation, evidence collection, multi-framework compliance, onboarding, pci dss","Aisha Johnson and Sofia Petrov from Aegis Comply met with Nathan Perry from Maplewood to discuss their SOC 2 audit preparation needs ahead of a Q2 auditor engagement. Nathan described a highly manual, time-consuming evidence collection process that consumed three engineer-weeks during their last audit cycle eighteen months ago. The team walked through how Comply automates evidence collection, maps overlapping controls across frameworks like SOC 2, PCI DSS, and ISO 27001, and previewed the upcoming Comply v2 on-demand compliance reporting feature. Nathan expressed strong interest in moving forward and agreed to schedule a demo and technical scoping session with his lead engineer Rachel.","Exactly. And it's not just SOC 2 either — the v2 launch is going to support multiple frameworks. So PCI DSS, HIPAA, ISO 27001 as well. I know you're focused on SOC 2 right now but given that you're in retail, PCI probably isn't far from you"
01KQB3B16F255B65F39597D0,Comply v2 - Design Review,Internal,Compliance & Audit,Product Feedback & Roadmap,Comply,2026-02-12T13:45:00.000Z,31.8,3,40,4.4,positive,0.6,0.0,0.6,4,4,7,"design review, compliance reporting, multi-framework support, pdf export, performance testing, roadmap planning","Hannah, Ananya, and Mike held a design review call for Comply v2 ahead of the April GA launch. They aligned on an async report generation model with P90 latency of 45 seconds to 2 minutes, and confirmed a unified evidence store architecture to handle overlapping compliance frameworks (SOC 2, ISO 27001, HIPAA, PCI DSS). PDF export was confirmed in scope using headless rendering, while report annotations were deferred to v2.1. The team expressed strong confidence in the April date, with a load test planned for mid-March to validate queue performance under concurrent usage.","Yeah, SOC 2, PCI DSS, HIPAA, and ISO 27001 — those are the four for v2 launch. We might soft-launch GDPR as a beta flag but I don't want to commit to that in the April release notes yet."
01KQB632F1ADC378C42F2C03,Support Case #7570 - Silverline Brands Comply v2 License Upgrade,Customer support,Compliance & Audit,Renewal & Commercial Risk,Comply,2026-04-18T09:15:00.000Z,16.3,3,40,3.9,mixed-positive,0.075,0.0,0.075,4,4,7,"billing discrepancy, proration error, license upgrade, compliance reporting, credit request, product features","Michelle Tan and Dominic Flores from Silverline Brands contacted Aegis Cloud Security support regarding a billing discrepancy on their Comply v2 upgrade. They were overbilled $255 because the proration calculation started from April 1st instead of the upgrade activation date of April 7th. David Kim confirmed the error, arranged a $255 credit to be applied on the May 1st invoice, and agreed to escalate the issue to the billing systems team as it may affect other customers who upgraded on launch day. The call also covered confirmation that all four compliance frameworks and unlimited on-demand reporting are included under the v2 license.","Yes, correct — all four are included under the Comply v2 license. There's no additional charge per framework. So your PCI DSS reports, HIPAA, and ISO 27001 are all available to you at no extra cost."
01KQB95605C6F873C6036285,Aegis / Forge Industries - PCI DSS Compliance Review,External customer,Compliance & Audit,None,"Comply, Detect",2026-04-09T11:15:00.000Z,24.4,3,42,4.1,mixed-positive,0.69,0.024,0.714,4,4,7,"pci dss compliance, audit preparation, multi-framework reporting, product demo, detect outage follow-up, soc 2","Maria Santos and Ananya Sharma from Aegis met with Gerald Hutchins of Forge Industries to introduce Comply v2, focusing on its PCI DSS reporting capabilities and multi-framework compliance support. Gerald shared that Forge is in PCI DSS audit prep with a QSA assessment scheduled for end of June, struggling with a highly manual evidence-gathering process. The team covered on-demand reporting, auditor-friendly export formats, multi-framework overlap between PCI DSS and SOC 2, and an estimated two-to-three week onboarding timeline. Gerald also raised prior concerns about a March Detect outage, which Maria acknowledged and committed to addressing with a full post-incident review.","Yeah, so this is one of the things I'm most excited about with v2. We support PCI DSS, SOC 2, HIPAA, and ISO 27001, and the way we've built it is — the underlying control evidence is mapped across frameworks. So if you have a control that s"
01KQBB7C4D4789DB2F3DA9C2,Support Case #1750 - Vanta Health Systems SIEM Connector Issue,Customer support,Incident & Reliability,Compliance & Audit,"Detect, Comply",2026-02-18T12:30:00.000Z,29.7,4,45,2.4,mixed-negative,-0.356,0.356,0.0,4,4,10,"siem integration, technical issue, compliance, support response time, product bug, documentation gap","Vanta Health Systems contacted Aegis Cloud Security support regarding a critical issue with their LogVault SIEM connector dropping event data since February 8th, including complete 45-minute to 1-hour blackout windows. Sarah Chen and Priya Patel identified the root cause as a known bug in connector version 3.4.1 where connection timeouts from F5 load balancer throttling cause the buffer to flush instead of retry. Immediate workarounds were provided (adjusting F5 connection limits and enabling the undocumented retry_on_timeout parameter), with a permanent fix available via upgrade to version 3.5.0. Dr. Cheng expressed significant frustration with the 10-day support response delay, undocumented parameters, and lack of proactive notification about the known bug in a healthcare/HIPAA environment.","We do have the logs, yeah, and I actually exported them before this call — what we're seeing is a lot of, um, connection timeout errors to the HEC endpoint, and then the connector seems to just... drop the buffer instead of retrying, which "
01KQBBF753B44DE677670E6D,Support Case #6147 - Summit Trust Detect Alert Delays,Customer support,Incident & Reliability,Product Feedback & Roadmap,Detect,2026-04-15T12:30:00.000Z,16.7,3,41,2.4,mixed-negative,-0.244,0.317,0.073,4,4,10,"alert latency, incident communication failure, platform outage, regulatory compliance, infrastructure rebalancing, product gap","Alicia Monroe (Risk Manager) and Gregory Fisk (IT Director) from Summit Trust contacted Aegis Cloud Security support regarding threat alert delays of 20-45 minutes in their Detect platform, which is critical given their financial services regulatory obligations. David Kim identified the root cause as Summit Trust's tenant being placed on an overloaded processing node cluster during post-outage infrastructure remediation in March. Additionally, it was revealed that Summit Trust had never been notified of a significant platform outage in March (March 10-18) involving six hours of reduced visibility, which raised serious compliance concerns. David submitted an emergency rebalance request during the call and committed to delivering a formal incident summary document by end of business the following day.","Noted, I'll loop in your account manager explicitly. And Alicia, I just want to — I want to acknowledge again that the communication piece of this, not being notified about the March outage — that's a real failure on our side and it shouldn"
01KQC1267BEB344076DD7656,Aegis / Ironclad Financial - Account Recovery Check-in,External customer,Identity & Access,Backup & Recovery,"Comply, Identity",2026-03-28T12:30:00.000Z,35.3,4,42,2.8,mixed-negative,0.119,0.119,0.238,4,4,10,"outage post-mortem, renewal, platform reliability, compliance, competitive evaluation, configuration review","Maria Santos and Solutions Architect Kevin O'Brien met with Robert Langston and Tanya Desai (Security Engineering) to address a six-hour Detect platform outage and discuss contract renewal ahead of end-of-Q2. Kevin explained the root cause as a cascading single point of failure in the event ingestion pipeline and outlined remediation steps including redundant nodes and a circuit breaker pattern. Robert and Tanya outlined clear conditions for renewal justification: a formal written post-mortem, updated SLA language with uptime teeth for Detect, and a configuration review. The call also surfaced an upcoming Comply v2 launch with on-demand compliance reporting relevant to the customer's June PCI audit.",Sure. So the root cause was a cascading failure in our event ingestion pipeline. Essentially there was a single point of failure in how events were being routed and processed — one node went down and it kind of pulled everything with it. It
01KQC166F678CBA584AAFF8B,Support Case #7615 - Crestline Wealth Group Policy Sync Delay,Customer support,Incident & Reliability,Compliance & Audit,"Comply, Protect",2026-04-27T10:15:00.000Z,20.7,2,39,2.4,mixed-negative,-0.205,0.308,0.103,4,5,10,"provisioning sync delay, identity policy propagation, shared cluster performance, support response time, renewal risk, compliance requirements","Derek Owens from a wealth management firm contacted Aegis Cloud Security support regarding persistent policy sync delays and provisioning issues in Aegis Identity, some taking 4-5 hours to propagate. Support engineer Sarah Chen investigated the tenant logs and identified a sync worker queue backup issue on a shared cluster tier, potentially related to remediation work done after a mid-March Detect incident. Sarah offered two immediate actions: escalating the case to P1 for engineering review and migrating Derek's tenant to a dedicated sync worker to alleviate the delays. Derek expressed frustration over the 5-day response gap and raised concerns about renewal given the support experience.","It's both, honestly. But the provisioning one is the one that's really biting us. Role-based policy updates seem to eventually get there, but it's slow. The provisioning — that's where it's the worst."
01KQC3A2EBC501837E973B16,Aegis / Frostbyte AI - Identity Module Setup,External customer,Identity & Access,None,Identity,2026-02-19T10:30:00.000Z,32.3,4,42,4.8,very-positive,0.571,0.048,0.619,4,4,8,"onboarding, sso configuration, mfa policy, identity access management, contractor access controls, okta migration","This was an onboarding kickoff call for Aegis Identity with Victor Zheng and Olivia Strand as the new customers, joined by James Mitchell (account manager) and Ananya Sharma (senior engineer, technical point of contact). The customer is migrating from Okta and their primary goals are consolidating SSO across eight tools and implementing more granular MFA and conditional access policies, particularly for contractor vs. full-time employee differentiation. Ananya outlined a two-to-three week timeline for baseline SSO configuration and MFA rollout, faster than the customer anticipated. Next steps were clearly established, including Victor completing Okta API token setup and a user attribute mapping template before scheduling a live working session.","Yeah that's exactly right. And honestly, Olivia and I were talking before this call — the SSO piece is probably our biggest priority right now. We have users spread across like eight different tools and the login experience is just... it's "
